"","Acalypha.macrostachya","Annona.spraguei","Simarouba.amara","Elaeis.oleifera","Virola.multiflora","Ficus.colubrinae","Acacia.melanoceras","Aegiphila.panamensis","Jacaranda.copaia","Cupania.latifolia","Maquira.costaricana","Zanthoxylum.setulosum","Cordia.lasiocalyx","Lacistema.aggregatum","Garcinia.madruno","Abarema.macradenium","Casearia.sylvestris","Apeiba.tibourbou","Senna.dariensis","Guatteria.dumetorum","Beilschmiedia.pendula","Siparuna.guianensis","Guazuma.ulmifolia","Cedrela.odorata","Erythrina.costaricensis","Inga.ruiziana","Lacmellea.panamensis","Vochysia.ferruginea","Trattinnickia.aspera","Pouteria.reticulata","Chimarrhis.parviflora","Cupania.rufescens","Schizolobium.parahyba","Garcinia.intermedia","Alseis.blackiana","Heisteria.acuminata","Eugenia.galalonensis","Ficus.maxima","Cordia.alliodora","Inga.acuminata","Brosimum.guianense","Hasseltia.floribunda","Protium.panamense","Ceiba.pentandra","Genipa.americana","Cupania.sylvatica","Solanum.hayesii","Brosimum.alicastrum","Casearia.commersoniana","Ocotea.oblonga","Ormosia.amazonica","Calophyllum.longifolium","Talisia.nervosa","Pterocarpus.rohrii","Hirtella.americana","Celtis.schippii","Margaritaria.nobilis","Miconia.affinis","Miconia.hondurensis","Spachea.membranacea","Inga.marginata","Dripetes.standleyi","Ficus.yoponensis","Miconia.argentea","Virola.sebifera","Thevetia.aouai","Pouteria.fossicola","Chamguava.schippii","Zanthoxylum.ekmanii","Heisteria.concinna","Eugenia.coloradensis","Theobroma.cacao","Pouteria.stipitata","Andira.inermis","Hyeronima.alchorneoides","Tachigali.versicolor","Eugenia.oerstedeana","Ficus.costaricana","Ormosia.coccinea","Swartzia.simplex.var.ochnacea","Oenocarpus.mapora","Psychotria.grandis","Hampea.appendiculata","Cecropia.insignis","Socratea.exorrhiza","Trema.micrantha","Ficus.tonduzii","Triplaris.cumingiana","Hura.crepitans","Licania.platypus","Lindackeria.laurina","Tetragastris.panamensis","Maytenus.schippii","Coccoloba.manzanillensis","Alchornea.latifolia","Phoebe.cinnamomifolia","Chrysochlamys.eclipes","Vismia.baccifera","Ficus.popenoei","Licania.hypoleuca","Spondias.radlkoferi","Zuelania.guidonia","Ficus.obtusifolia","Virola.surinamensis","Chrysophyllum.cainito","Pseudobombax.septenatum","Trichospermum.galeottii","Adelia.triloba","Protium.tenuifolium","Sterculia.apetala","Inga.laurina","Tocoyena.pittieri","Quassia.amara","Trichilia.tuberculata","Coccoloba.coronata","Ormosia.macrocalyx","Randia.armata","Faramea.occidentalis","Picramnia.latifolia","Ocotea.cernua","Cordia.bicolor","Gustavia.superba","Inga.spectabilis","Terminalia.oblonga","Eugenia.nesiotica","Casearia.guianensis","Cassipourea.elliptica","Desmopsis.panamensis","Astronium.graveolens","Alibertia.edulis","Luehea.seemannii","Cavanillesia.platanifolia","Unonopsis.pittieri","Turpinia.occidentalis","Terminalia.amazonia","Alchornea.costaricensis","Inga.goldmanii","Macrocnemum.roseum","Trichilia.pallida","Psidium.friedrichsthalianum","Astrocaryum.standleyanum","Cecropia.obtusifolia","Nectandra.cissiflora","Laetia.procera","Diospyros.artanthifolia","Myrcia.gatunensis","Trophis.caucana","Trichanthera.gigantea","Dendropanax.arboreus","Zanthoxylum.panamense","Croton.billbergianus","Ficus.insipida","Miconia.elata","Poulsenia.armata","Nectandra.purpurea","Apeiba.aspera","Sloanea.terniflora","Xylopia.macrantha","Protium.costaricense","Myrospermum.frutescens","Prioria.copaifera","Tabebuia.rosea","Piper.reticulatum","Cupania.cinerea","Chrysophyllum.argenteum","Lafoensia.punicifolia","Platymiscium.pinnatum","Guapira.standleyana","Inga.umbellifera","Tabernaemontana.arborea","Allophylus.psilospermus","Talisia.princeps","Erythroxylum.macrophyllum","Pachira.sessilis","Attalea.butyracea","Amaioua.corymbosa","Acalypha.diversifolia","Ochroma.pyramidale","Enterolobium.schomburgkii","Casearia.arborea","Chlorophora.tinctoria","Quararibea.asterolepis","Dipteryx.panamensis","Ficus.trigonata","Inga.punctata","Inga.nobilis","Cespedezia.macrophylla","Inga.sapindoides","Ocotea.whitei","Tabebuia.guayacan","Zanthoxylum.juniperinum","Pachira.quinata","Inga.oerstediana","Anacardium.excelsum","Inga.cocleensis","Marila.laxiflora","Sorocea.affinis","Hirtella.triandra","Guarea.guidonia","Laetia.thamnia","Coussarea.curvigemmia","Sapium.glandulosum","Symphonia.globulifera","Trophis.racemosa","Casearia.aculeata","Posoqueria.latifolia","Lonchocarpus.latifolius","Guarea.grandifolia","Aspidosperma.cruenta","Mosannona.garwoodii","Platypodium.elegans","Colubrina.glandulosa","Banara.guianensis","Spondias.mombin","Swartzia.simplex.var.grandiflora","Inga.pezizifera","Siparuna.pauciflora","Tetrathylacium.johansenii","Ocotea.puberula","Guettarda.foliacea","Guarea.fuzzy","Sapium.broadleaf","Perebea.xanthochyma","Pourouma.bicolor","Nectandra.lineata"
"11",0,0,3,0,0,0,0,0,10,0,8,0,3,0,2,0,0,0,0,3,0,1,11,0,1,0,0,0,0,5,1,0,0,1,15,0,0,0,4,0,0,2,0,3,0,1,0,6,0,6,0,0,0,2,0,0,0,0,1,0,0,7,0,0,3,0,0,0,2,10,1,0,1,1,0,1,7,0,1,8,19,0,0,11,3,2,0,12,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,43,0,0,1,20,1,0,9,2,1,0,0,0,0,0,0,0,8,0,1,0,0,7,1,0,5,0,5,1,1,1,0,0,3,0,1,1,4,0,0,24,0,2,2,2,2,0,26,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4,0,31,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,9,5,0,0,0,0,0,0,14,5,2,0,0,0,1,0,0,9,0,0,0,1,2,0,0,0,1,0
"12",0,0,9,0,1,0,0,0,3,1,5,0,3,1,0,0,2,0,0,0,4,1,9,0,0,1,0,4,0,7,0,0,0,6,19,0,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,2,0,0,0,0,1,0,3,1,0,0,6,0,0,0,0,9,2,0,0,0,0,1,1,0,0,15,19,0,0,11,5,4,0,18,1,0,2,9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,8,0,1,0,0,41,0,1,2,40,0,2,3,0,0,0,6,0,3,0,0,0,8,0,0,2,0,2,0,0,2,0,1,3,0,3,0,0,0,0,2,0,3,0,0,10,0,3,1,0,0,0,30,0,1,0,3,0,0,5,0,4,0,0,3,0,0,0,0,0,0,1,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,2,0,2,0,1,0,0,10,5,1,0,0,2,0,0,4,17,0,0,0,0,0,1,0,0,1,3
"13",0,5,1,9,0,0,0,1,2,0,1,0,5,0,0,0,2,0,0,0,0,0,10,0,0,0,0,3,0,11,1,2,1,3,10,0,0,0,3,0,0,0,0,0,1,1,0,3,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,7,2,0,0,0,13,6,2,0,0,0,0,7,12,0,0,0,17,0,0,10,0,0,0,32,0,0,1,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,4,1,0,0,27,3,0,16,39,4,4,0,17,0,0,1,0,8,0,0,0,22,0,0,0,7,1,0,0,11,0,12,4,0,0,0,0,0,0,5,0,13,3,0,0,0,4,0,0,0,0,8,6,0,0,3,1,3,1,0,10,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,12,2,1,4,0,0,0,2,12,2,0,0,0,0,0,0,11,1,0,0,0,2,3,0,0,0,0,0
"14",0,1,4,0,0,0,0,0,12,0,1,0,13,0,0,0,0,1,0,11,3,0,10,1,0,1,3,2,0,6,0,0,0,0,18,0,0,0,1,0,0,2,2,0,0,0,0,2,1,1,0,2,0,1,0,0,0,1,1,2,2,0,0,3,12,0,0,0,14,0,0,1,2,2,0,0,2,0,0,3,23,1,0,30,7,0,0,17,0,0,4,4,0,0,0,2,0,0,0,0,0,0,3,2,1,0,0,0,4,0,0,0,1,25,0,0,1,39,0,0,11,1,0,0,5,0,3,0,0,1,10,0,2,0,2,11,2,0,1,0,7,2,1,1,0,0,0,0,2,3,9,0,0,14,0,6,1,0,4,0,4,0,0,1,3,1,1,0,0,31,0,0,1,1,4,0,1,0,1,6,0,11,0,0,0,0,0,4,0,1,4,0,0,0,5,0,0,14,1,2,0,0,1,0,0,7,2,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,0
"15",1,6,8,0,0,0,0,0,27,0,4,0,2,0,2,0,1,0,0,13,4,0,14,2,2,0,0,0,1,3,0,0,0,0,15,0,0,0,2,0,0,31,0,4,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,5,0,0,0,9,0,0,0,2,1,0,0,0,0,0,3,5,0,0,0,13,0,0,35,7,0,1,12,0,0,0,5,1,0,0,0,0,0,0,0,3,1,0,7,1,0,0,2,3,0,0,0,0,35,3,0,1,21,0,0,28,1,1,0,2,0,0,0,0,0,8,0,18,9,0,1,3,1,7,0,0,0,0,0,0,0,0,0,6,2,2,0,1,17,0,8,0,2,3,0,0,0,0,0,2,0,0,0,0,8,0,0,1,0,0,0,0,1,0,4,1,7,1,0,0,7,1,3,0,2,6,0,0,0,3,0,1,5,0,3,0,0,4,0,0,12,3,1,0,0,2,0,0,0,1,0,3,0,5,3,2,0,1,0,0
"16",0,0,8,0,0,1,0,0,10,5,3,0,9,1,0,0,4,0,0,4,4,0,13,0,0,0,0,0,3,4,0,0,0,2,25,0,0,0,2,7,0,3,0,0,1,1,2,3,0,0,0,4,0,2,0,1,1,0,0,0,7,3,0,0,23,0,0,0,3,1,0,0,1,0,1,2,8,0,0,10,16,1,0,14,0,0,1,7,2,0,0,5,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,1,1,0,0,0,0,26,0,0,2,24,0,0,15,13,0,4,0,0,3,0,0,0,12,0,1,1,0,6,0,1,2,0,11,0,0,0,0,0,0,0,2,0,6,0,0,24,1,6,0,0,1,0,6,1,0,0,4,0,1,1,1,9,5,0,0,0,0,0,0,0,0,0,1,22,0,1,0,1,0,0,0,0,3,1,0,0,0,1,0,2,3,0,2,0,2,0,0,6,3,0,0,0,1,0,0,0,5,0,0,1,0,0,2,0,0,0,0
"17",0,1,1,0,0,0,0,1,4,0,3,0,3,5,0,0,1,1,0,4,1,0,15,1,0,0,0,0,2,4,0,1,0,0,31,0,0,0,0,0,0,1,1,3,1,3,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,5,6,0,0,0,1,6,0,0,5,0,0,1,1,0,0,2,27,0,0,19,0,0,0,13,1,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,34,0,0,7,44,0,0,6,4,0,0,2,2,0,0,2,0,13,0,0,0,0,2,3,0,2,0,0,0,1,4,2,0,0,0,2,2,1,0,0,2,0,0,0,3,2,0,19,0,0,0,2,1,1,0,0,5,2,0,0,0,0,1,0,0,0,1,0,10,1,0,0,4,0,1,0,1,0,0,0,0,7,0,0,6,3,1,6,0,0,0,0,10,3,0,0,2,0,0,0,2,9,0,0,0,0,2,0,0,0,1,0
"18",0,2,5,5,0,0,0,1,3,0,0,0,2,0,0,0,1,2,0,0,1,0,7,0,0,1,5,1,0,13,0,1,0,4,8,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,10,1,0,0,0,1,4,5,0,0,1,21,0,0,7,0,0,0,18,0,1,4,8,2,0,0,0,0,0,0,0,4,0,0,1,3,0,0,2,2,1,0,0,0,24,0,0,11,38,0,2,1,4,0,1,2,0,5,0,0,0,20,0,0,0,0,0,3,0,11,0,8,0,0,2,0,0,0,1,1,2,2,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,1,0,0,14,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,2,1,0,0,13,1,0,4,2,0,3,0,7,2,0,0,1,1,0,0,4,8,1,0,4,0,3,0,0,0,0,2
"19",0,0,6,1,0,0,0,2,11,0,3,1,2,0,0,0,2,1,0,5,2,0,7,0,1,0,6,0,4,13,0,0,0,2,17,0,2,0,5,0,0,1,1,2,0,3,0,3,0,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,13,0,0,0,4,9,3,0,1,0,1,1,4,0,1,4,20,0,0,15,3,1,0,12,0,0,2,18,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,5,2,2,1,0,41,0,0,1,46,0,2,9,5,1,0,1,0,2,0,0,0,10,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,4,0,1,4,4,0,11,0,0,0,0,5,0,0,1,0,2,1,4,1,7,1,0,0,0,0,0,0,0,1,2,1,4,1,0,0,0,0,3,1,0,2,0,0,0,1,0,2,23,3,3,7,2,0,1,1,11,0,0,0,0,2,0,0,0,9,0,0,0,1,2,0,1,0,0,0
"20",0,3,10,1,0,0,0,3,12,1,1,0,4,0,2,0,0,0,0,5,3,0,13,0,1,0,1,0,0,1,0,0,0,1,8,0,0,0,0,1,0,8,0,1,0,6,0,0,0,0,0,1,0,2,0,7,0,1,0,3,3,0,0,13,16,0,0,0,2,1,0,0,0,0,0,5,4,1,0,0,16,0,0,14,5,0,3,7,0,0,1,1,2,0,0,0,0,0,0,2,5,0,0,2,0,0,4,0,8,1,0,1,1,29,0,0,8,14,2,4,11,3,5,1,0,0,3,0,1,0,17,1,9,7,0,3,3,0,9,0,0,0,4,0,0,0,0,0,1,0,0,0,1,15,0,9,0,0,9,1,0,1,0,0,2,0,0,1,0,8,0,0,0,0,0,0,0,0,1,5,0,18,2,0,3,3,0,1,3,0,3,0,0,0,1,0,0,14,4,1,0,0,0,0,1,10,1,0,0,1,0,0,0,0,2,0,1,0,1,4,4,0,2,0,0
"21",0,0,4,1,3,0,0,1,10,0,4,0,8,1,0,0,0,0,0,8,3,0,11,0,0,0,3,0,2,3,0,0,0,2,9,4,0,0,0,0,0,3,1,1,0,4,0,1,0,3,1,0,0,0,0,2,0,0,0,0,0,13,1,0,17,1,1,0,6,2,3,0,0,0,1,1,0,0,0,0,6,0,0,7,5,0,0,20,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,1,0,0,24,1,0,0,10,0,0,5,7,0,0,1,0,1,0,3,0,15,0,7,3,0,2,0,0,0,0,6,1,0,2,0,0,1,0,3,0,2,0,0,43,0,3,2,8,1,0,15,3,0,0,2,1,0,5,0,4,0,0,0,0,2,0,0,0,0,0,0,11,1,0,0,1,0,1,13,0,0,1,2,1,0,0,0,13,11,0,0,0,2,0,0,9,2,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"22",0,0,3,0,0,0,0,1,4,1,1,0,8,1,0,0,1,1,0,7,0,0,11,0,0,0,0,1,0,3,0,0,2,4,14,0,0,1,0,3,1,4,0,4,0,1,0,4,0,1,0,1,0,0,0,0,0,0,1,0,3,2,0,0,9,0,0,0,2,7,3,0,0,2,0,1,2,0,1,1,28,0,1,9,0,0,0,8,2,0,4,5,0,0,0,0,0,1,0,2,1,0,0,3,2,1,0,0,4,0,0,0,0,34,0,0,11,50,2,0,2,9,0,2,1,1,0,0,1,1,6,0,1,1,0,1,0,1,1,0,5,0,0,1,3,0,0,0,0,0,1,0,0,8,0,8,1,0,0,0,19,0,0,0,0,0,1,4,0,8,4,0,1,0,2,0,0,0,0,0,0,14,1,0,0,0,0,1,0,3,3,0,0,0,3,2,0,5,6,0,10,0,0,0,0,13,2,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0
"23",0,0,1,9,1,0,0,1,6,1,0,0,12,0,3,0,3,0,0,0,0,0,17,0,3,1,2,0,0,3,0,0,0,1,8,0,0,0,1,0,0,5,1,1,0,3,2,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,7,3,0,1,0,8,3,0,0,0,2,0,3,1,0,1,18,2,0,8,0,0,0,18,7,2,0,14,0,0,0,1,0,1,0,0,1,0,0,1,3,0,0,0,5,2,0,0,0,19,0,0,2,33,0,1,1,0,1,0,2,1,4,3,0,0,15,0,0,0,7,0,5,0,2,0,21,2,0,0,1,0,0,0,1,0,5,3,0,0,0,5,0,0,0,0,0,3,0,0,1,0,1,2,0,8,0,0,2,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,0,1,0,0,0,0,15,2,0,0,0,0,1,1,1,2,0,1,2,0,0,1,0,0,0,0
"24",0,0,4,0,1,0,0,1,2,0,5,0,4,0,0,0,2,0,0,9,15,2,15,0,2,0,0,0,0,4,0,0,0,2,16,0,0,0,0,0,0,0,0,1,1,0,0,4,0,1,0,1,0,0,1,4,0,0,0,0,2,0,0,8,7,0,0,2,0,7,5,1,0,2,0,5,2,0,0,4,21,0,1,15,0,0,0,17,0,0,8,18,1,0,0,1,0,0,0,0,2,0,3,1,3,0,0,3,5,0,0,0,0,42,0,0,1,29,0,1,3,1,0,0,0,1,1,0,0,0,9,0,1,4,3,0,1,0,2,0,3,0,0,0,0,0,1,2,5,0,0,1,0,3,1,3,0,0,0,0,4,0,0,0,2,0,3,8,0,11,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,6,5,0,0,0,0,2,1,0,0,13,7,0,2,1,1,1,0,12,3,0,0,1,0,0,0,0,5,1,1,0,1,5,0,0,1,0,1
"25",0,0,8,0,0,0,0,2,3,0,5,0,1,3,3,0,0,0,0,3,5,0,7,2,1,0,2,0,0,12,0,0,1,5,17,0,1,0,0,0,1,2,2,1,0,0,0,1,0,1,1,0,0,3,1,0,0,0,0,9,2,0,3,0,15,0,1,0,3,2,2,1,0,0,0,1,3,0,1,2,13,0,0,17,4,1,0,14,0,1,0,6,0,0,0,4,0,0,0,1,0,0,0,4,3,0,0,0,10,0,0,0,0,22,1,0,6,38,2,0,4,11,0,4,0,0,2,0,0,1,16,2,1,0,1,1,0,0,13,0,16,2,0,0,1,0,0,1,14,1,2,0,0,1,0,2,0,0,3,0,1,0,0,0,2,0,1,1,1,5,0,1,0,0,4,0,1,0,0,4,0,17,0,0,0,0,0,4,3,0,2,0,0,1,0,0,0,26,8,1,0,1,0,3,2,18,2,0,4,0,1,0,0,0,1,0,0,0,1,4,1,0,0,0,0
"26",0,0,6,0,1,0,0,0,0,0,10,0,9,3,0,0,2,0,0,10,2,0,7,0,2,0,0,0,0,4,0,0,0,2,7,0,0,0,0,3,0,5,0,3,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,4,9,0,0,24,1,0,0,0,5,1,0,1,3,0,3,1,0,0,3,12,0,0,11,2,0,0,10,4,0,1,11,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,11,0,0,1,29,4,0,0,7,0,6,0,0,2,0,5,0,12,2,5,0,0,3,0,1,1,1,3,0,1,0,0,0,2,0,0,0,2,0,0,20,0,2,1,7,4,0,12,4,0,1,0,0,1,5,0,5,0,2,0,0,3,0,1,0,0,2,0,20,0,1,0,3,0,0,14,0,1,0,0,0,0,0,0,20,12,0,0,3,0,2,1,9,2,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
"27",0,0,18,0,0,0,0,4,1,0,4,0,10,5,0,1,1,0,0,2,1,0,13,0,0,0,2,0,3,3,0,0,0,3,21,0,0,0,0,0,0,0,0,1,0,1,0,6,0,3,0,1,0,2,0,0,0,0,0,0,1,7,0,2,15,1,0,0,4,1,2,0,0,0,0,3,4,0,0,7,14,0,0,16,0,0,0,13,2,0,3,11,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,22,0,2,14,48,3,0,1,7,0,13,1,0,0,0,0,0,16,1,0,8,0,6,3,2,2,0,4,0,0,1,1,0,0,0,0,2,0,0,0,11,0,1,1,8,2,1,9,0,0,0,1,0,0,5,0,12,2,0,0,0,3,0,0,0,1,0,0,23,0,1,0,0,0,2,1,2,0,0,0,0,0,1,1,6,18,2,0,0,0,2,2,12,0,0,1,0,2,0,0,0,6,1,0,0,0,0,2,0,0,0,0
"28",0,0,8,0,0,0,2,0,5,1,1,0,5,2,0,0,0,0,0,3,6,0,14,0,0,1,0,0,2,3,0,0,0,2,21,0,0,0,0,0,0,4,0,0,0,1,0,6,1,0,0,1,0,1,0,0,1,0,0,0,4,0,0,0,20,0,0,0,0,1,1,0,0,0,1,8,7,0,0,1,12,0,0,16,0,1,0,8,2,0,2,15,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,40,0,0,5,50,0,0,5,12,0,0,0,0,8,1,1,1,16,1,0,0,0,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,3,5,0,0,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,2,0,29,3,0,0,0,0,3,0,4,0,0,0,1,0,0,1,9,8,0,1,0,0,0,0,9,0,0,3,0,3,0,0,0,3,0,0,0,0,2,5,0,0,0,0
"29",0,0,0,0,0,0,0,1,3,0,1,0,5,2,0,0,0,0,0,6,12,0,13,0,0,0,0,0,0,1,0,0,0,0,15,0,2,0,1,0,0,1,1,3,0,1,0,1,0,0,3,2,0,0,0,0,0,1,1,0,1,3,0,0,12,0,0,0,2,6,7,1,1,1,2,3,2,0,0,7,19,1,2,17,0,0,0,8,4,0,4,5,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,5,1,0,0,0,60,0,0,7,60,0,0,3,6,0,0,0,0,2,0,0,0,8,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,7,1,0,4,0,6,0,0,0,3,0,0,3,1,5,0,0,0,0,0,0,1,1,0,0,0,13,0,0,0,0,0,0,0,6,0,0,4,0,0,0,1,8,3,0,0,0,0,0,0,7,4,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1
"30",0,0,7,0,2,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,4,1,11,1,0,0,2,1,0,4,0,0,0,0,44,0,1,0,0,2,0,9,1,0,0,2,0,3,0,2,0,0,0,1,0,2,0,0,1,1,1,5,0,9,9,1,0,0,0,0,4,0,1,0,0,2,7,0,0,0,16,0,0,23,0,0,0,14,0,0,0,9,0,2,0,0,0,0,1,0,1,0,0,4,0,1,0,13,6,0,2,0,0,33,0,0,3,58,0,0,5,24,2,0,0,0,1,0,2,0,14,0,0,1,0,12,1,0,1,0,1,0,0,0,0,0,1,0,5,2,0,0,0,8,0,5,1,0,4,0,7,2,0,0,3,0,0,3,0,16,0,0,1,10,1,0,0,0,0,1,0,19,4,1,0,0,0,4,0,3,0,0,0,0,0,0,0,2,1,0,2,0,0,1,1,6,4,0,1,0,0,0,0,4,3,0,0,1,0,7,1,0,0,0,0
"31",0,0,4,0,6,0,0,0,0,0,5,0,6,0,0,0,0,0,0,11,2,0,7,0,2,1,0,1,0,5,0,0,0,0,10,0,0,3,3,0,0,5,1,0,0,0,0,2,1,0,0,2,0,0,0,0,1,0,0,0,0,8,0,0,18,0,0,0,0,4,0,0,0,0,0,6,3,0,0,1,8,0,0,14,9,0,1,14,4,0,0,4,0,0,0,0,0,0,0,1,1,0,1,5,0,0,0,2,12,0,0,0,0,26,0,0,9,25,3,0,0,1,1,10,0,1,0,0,0,0,10,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20,0,3,2,32,2,0,3,2,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,0,0,1,0,24,0,1,0,0,0,4,21,0,1,0,0,1,0,0,1,16,7,0,0,0,0,3,0,14,2,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"32",0,0,3,0,0,0,0,1,3,0,0,0,6,1,0,0,7,0,0,15,4,0,8,0,0,0,0,0,0,6,0,0,0,4,19,0,1,0,0,0,0,7,1,0,0,1,3,4,0,7,0,0,0,8,0,1,0,0,0,0,1,3,0,1,15,0,0,0,3,5,1,0,0,0,0,2,2,0,0,2,4,0,0,14,0,0,0,16,2,0,0,4,3,1,0,0,0,0,0,0,0,0,0,5,0,0,0,4,2,0,0,0,0,54,0,0,22,65,6,0,5,3,1,1,0,0,1,0,0,0,10,3,3,0,0,10,4,2,16,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,8,1,0,0,1,0,0,1,1,2,0,1,7,1,0,0,1,0,0,0,0,1,0,1,21,4,0,0,0,0,3,5,1,0,0,0,0,0,0,2,5,15,0,0,0,0,0,2,6,2,0,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0
"33",0,0,1,0,0,0,0,0,5,0,1,0,7,0,0,0,0,2,1,3,1,0,13,0,0,0,1,0,0,1,0,0,0,0,23,0,1,0,0,0,0,5,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,5,0,1,1,1,0,1,6,0,0,5,12,0,0,14,0,0,1,20,1,1,0,2,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,6,6,0,0,2,0,39,0,0,17,52,0,0,3,8,0,0,0,1,0,1,2,0,13,1,5,2,0,4,2,0,1,0,9,2,1,0,0,0,0,0,0,1,0,0,0,7,0,6,3,12,2,0,10,2,0,0,2,0,0,6,1,2,3,0,1,0,0,0,0,0,0,0,0,21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,33,0,0,0,0,0,1,8,0,1,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,2,2,0,0,6,0,3,0,2,1,0,1,1,0,20,0,0,1,3,0,0,1,0,0,0,3,41,0,0,0,3,0,0,2,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,0,0,0,0,4,3,0,1,0,0,0,8,0,0,3,5,0,0,12,0,0,0,21,2,0,0,2,0,2,0,1,0,0,1,0,3,0,0,0,2,0,0,4,14,0,0,0,0,24,0,0,6,47,2,3,0,37,0,1,2,0,1,1,6,0,16,1,0,3,0,4,0,1,3,0,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,2,0,19,0,2,0,1,0,4,2,0,5,0,0,0,0,0,0,3,0,0,5,0,12,0,1,1,3,0,2,0,0,0,1,0,0,0,0,0,6,13,0,0,0,0,0,12,9,2,0,5,0,0,0,0,0,15,0,0,2,0,1,4,0,0,0,1
"35",0,0,0,0,1,0,0,0,0,0,1,1,5,1,0,1,3,4,0,1,2,0,19,0,0,1,1,0,0,4,0,0,0,2,97,0,0,0,0,0,0,7,0,1,0,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,13,0,0,0,0,3,1,0,0,0,4,0,6,0,0,2,8,1,0,20,0,0,0,11,0,0,3,1,0,1,0,2,0,1,0,1,2,0,0,0,0,5,0,4,2,0,0,0,0,28,0,0,4,45,0,2,5,254,0,0,0,0,0,0,0,0,17,0,0,0,1,10,0,5,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,4,0,0,0,0,0,2,1,1,3,0,0,1,0,0,0,0,0,0,4,0,15,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,10,1,0,0,0,0,1,1,0,3,0,0,0,0,7,0,0,0,0,0
