"","Acacia.melanoceras","Acalypha.diversifolia","Acalypha.macrostachya","Adelia.triloba","Aegiphila.panamensis","Alchornea.costaricensis","Alchornea.latifolia","Allophylus.psilospermus","Alseis.blackiana","Amaioua.corymbosa","Anacardium.excelsum","Andira.inermis","Annona.spraguei","Apeiba.aspera","Apeiba.tibourbou","Aspidosperma.cruenta","Astrocaryum.standleyanum","Astronium.graveolens","Attalea.butyracea","Banara.guianensis","Beilschmiedia.pendula","Brosimum.alicastrum","Calophyllum.longifolium","Casearia.aculeata","Casearia.arborea","Casearia.commersoniana","Casearia.guianensis","Casearia.sylvestris","Cassipourea.elliptica","Cavanillesia.platanifolia","Cecropia.insignis","Cecropia.obtusifolia","Cedrela.odorata","Ceiba.pentandra","Celtis.schippii","Cespedezia.macrophylla","Chamguava.schippii","Chimarrhis.parviflora","Chrysochlamys.eclipes","Chrysophyllum.argenteum","Chrysophyllum.cainito","Coccoloba.coronata","Coccoloba.manzanillensis","Cordia.alliodora","Cordia.bicolor","Cordia.lasiocalyx","Coussarea.curvigemmia","Croton.billbergianus","Cupania.latifolia","Cupania.rufescens","Cupania.sylvatica","Dendropanax.arboreus","Desmopsis.panamensis","Diospyros.artanthifolia","Dipteryx.panamensis","Drypetes.standleyi","Elaeis.oleifera","Enterolobium.schomburgkii","Erythrina.costaricensis","Erythroxylum.macrophyllum","Eugenia.coloradensis","Eugenia.galalonensis","Eugenia.nesiotica","Eugenia.oerstedeana","Faramea.occidentalis","Ficus.costaricana","Ficus.insipida","Ficus.maxima","Ficus.obtusifolia","Ficus.popenoei","Ficus.tonduzii","Ficus.trigonata","Ficus.yoponensis","Garcinia.intermedia","Garcinia.madruno","Genipa.americana","Guapira.standleyana","Guarea.fuzzy","Guarea.grandifolia","Guarea.guidonia","Guatteria.dumetorum","Guazuma.ulmifolia","Guettarda.foliacea","Gustavia.superba","Hampea.appendiculata","Hasseltia.floribunda","Heisteria.acuminata","Heisteria.concinna","Hirtella.americana","Hirtella.triandra","Hura.crepitans","Hyeronima.alchorneoides","Inga.acuminata","Inga.cocleensis","Inga.goldmanii","Inga.laurina","Inga.marginata","Inga.nobilis","Inga.oerstediana","Inga.pezizifera","Inga.punctata","Inga.ruiziana","Inga.sapindoides","Inga.spectabilis","Inga.umbellifera","Jacaranda.copaia","Lacistema.aggregatum","Lacmellea.panamensis","Laetia.procera","Laetia.thamnia","Lafoensia.punicifolia","Licania.hypoleuca","Licania.platypus","Lindackeria.laurina","Lonchocarpus.latifolius","Luehea.seemannii","Macrocnemum.roseum","Maquira.costaricana","Margaritaria.nobilis","Marila.laxiflora","Maytenus.schippii","Miconia.affinis","Miconia.argentea","Miconia.elata","Miconia.hondurensis","Mosannona.garwoodii","Myrcia.gatunensis","Myrospermum.frutescens","Nectandra.cissiflora","Nectandra.lineata","Nectandra.purpurea","Ochroma.pyramidale","Ocotea.cernua","Ocotea.oblonga","Ocotea.puberula","Ocotea.whitei","Oenocarpus.mapora","Ormosia.amazonica","Ormosia.coccinea","Ormosia.macrocalyx","Pachira.quinata","Pachira.sessilis","Perebea.xanthochyma","Phoebe.cinnamomifolia","Picramnia.latifolia","Piper.reticulatum","Platymiscium.pinnatum","Platypodium.elegans","Posoqueria.latifolia","Poulsenia.armata","Pourouma.bicolor","Pouteria.fossicola","Pouteria.reticulata","Pouteria.stipitata","Prioria.copaifera","Protium.costaricense","Protium.panamense","Protium.tenuifolium","Pseudobombax.septenatum","Psidium.friedrichsthalianum","Psychotria.grandis","Pterocarpus.rohrii","Quararibea.asterolepis","Quassia.amara","Randia.armata","Sapium.broadleaf","Sapium.glandulosum","Schizolobium.parahyba","Simarouba.amara","Siparuna.guianensis","Siparuna.pauciflora","Sloanea.terniflora","Socratea.exorrhiza","Solanum.hayesii","Sorocea.affinis","Spachea.membranacea","Spondias.mombin","Spondias.radlkoferi","Sterculia.apetala","Swartzia.simplex.var.grandiflora","Swartzia.simplex.var.ochnacea","Symphonia.globulifera","Tabebuia.guayacan","Tabebuia.rosea","Tabernaemontana.arborea","Tachigali.versicolor","Talisia.nervosa","Talisia.princeps","Terminalia.amazonia","Terminalia.oblonga","Tetragastris.panamensis","Tetrathylacium.johansenii","Theobroma.cacao","Thevetia.ahouai","Tocoyena.pittieri","Trattinnickia.aspera","Trema.micrantha","Trichanthera.gigantea","Trichilia.pallida","Trichilia.tuberculata","Triplaris.cumingiana","Trophis.caucana","Trophis.racemosa","Turpinia.occidentalis","Unonopsis.pittieri","Virola.multiflora","Virola.sebifera","Virola.surinamensis","Vochysia.ferruginea","Xylopia.macrantha","Zanthoxylum.ekmanii","Zanthoxylum.juniperinum","Zanthoxylum.panamense","Zanthoxylum.setulosum","Zuelania.guidonia"
"11",0,0,0,0,0,6,0,1,12,1,1,0,0,3,0,0,2,0,0,0,2,3,1,0,2,0,0,0,0,0,86,0,0,4,0,0,0,0,0,1,0,0,0,7,8,2,0,2,0,0,1,3,0,1,0,3,1,0,0,1,1,0,0,5,15,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,4,77,1,1,0,4,0,7,0,12,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,0,3,2,0,0,1,0,1,76,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,3,15,0,0,0,0,1,0,0,1,2,0,2,96,17,2,0,4,0,22,1,1,5,0,0,0,3,22,0,5,0,0,0,10,1,0,1,3,0,3,0,0,0,0,7,10,0,0,0,5,1,0,0,0,0,11,1,0,0,0,0,0,0,1,47,79,2,1,2,5,0,9,6,1,0,0,0,4,0,0
"12",0,1,0,2,2,5,0,1,17,0,0,0,1,7,0,0,1,0,0,0,3,5,1,0,4,0,0,0,5,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,2,4,1,40,0,0,1,0,1,0,0,1,4,0,0,2,0,0,3,0,88,1,3,2,0,0,8,0,6,3,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,3,0,0,0,1,0,1,4,83,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,1,1,0,2,0,0,0,2,74,8,0,0,2,0,23,0,0,3,0,0,0,2,15,1,2,0,0,0,2,0,0,0,7,0,1,0,3,0,0,13,14,1,0,0,7,2,0,0,0,0,12,1,0,0,2,0,2,0,0,42,90,0,0,1,0,1,6,0,1,0,0,0,0,0,0
"13",0,0,0,1,1,1,0,2,6,0,0,0,4,2,2,0,11,0,6,0,0,1,0,1,0,0,0,0,9,0,86,1,0,0,0,0,0,0,0,10,0,1,1,2,0,3,6,10,0,0,2,3,0,0,0,0,4,0,0,0,4,0,1,9,39,0,2,0,0,0,1,0,0,0,0,1,2,0,0,1,2,87,0,9,0,2,0,4,0,15,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,1,0,1,3,87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,6,0,22,0,0,0,0,1,0,0,0,0,2,1,88,0,0,0,8,0,7,0,0,4,0,0,0,2,0,1,9,0,0,0,3,0,0,1,0,0,0,0,7,0,2,1,1,0,0,4,10,2,0,0,7,0,3,0,0,0,0,0,0,0,15,42,91,0,0,0,0,0,0,0,4,1,5,4,0,0,0
"14",1,1,0,0,0,5,0,0,19,0,0,1,3,3,0,1,2,0,3,0,2,3,0,1,4,0,1,0,1,0,86,3,0,0,0,0,0,0,0,0,1,0,0,1,11,5,0,9,0,0,0,1,0,0,1,0,0,0,1,0,4,0,2,1,37,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,3,83,0,6,0,4,1,0,0,11,1,1,0,3,4,0,4,0,0,0,0,0,2,2,0,12,0,1,1,1,3,0,0,4,3,80,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,3,1,0,0,26,0,0,1,0,0,1,2,0,0,2,1,75,12,0,0,3,1,4,4,3,3,0,1,0,2,9,0,3,0,0,0,5,0,0,0,8,0,0,0,1,0,0,5,5,0,0,0,31,0,0,0,3,0,5,0,1,0,0,0,0,0,2,32,93,0,2,1,4,0,18,3,2,0,17,2,1,0,0
"15",0,0,0,0,0,1,0,0,22,0,0,0,2,6,1,0,0,0,0,1,3,1,0,0,6,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,1,2,0,1,21,2,0,1,0,0,1,4,0,0,1,0,0,0,1,1,0,0,3,4,30,0,0,0,0,0,3,0,0,0,0,0,3,5,3,0,16,73,1,1,0,11,0,4,0,4,1,0,0,1,4,0,9,1,0,0,0,0,3,2,0,16,1,1,0,4,0,0,0,1,3,79,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,3,9,0,0,0,0,0,0,0,0,0,1,2,73,21,0,0,6,0,0,0,0,4,0,0,0,1,9,0,0,0,0,0,6,1,1,0,12,2,2,0,0,0,0,1,0,6,4,0,8,5,0,0,0,0,2,0,0,0,0,1,0,0,4,19,80,0,0,3,9,0,12,6,0,1,3,5,1,0,0
"16",0,0,0,5,0,3,0,2,21,0,0,0,0,1,0,0,4,0,1,0,0,2,2,0,0,0,0,5,1,0,94,0,0,3,1,0,0,0,3,2,0,1,0,3,9,6,0,3,2,0,2,4,0,0,0,4,0,0,4,0,0,0,0,5,24,0,0,0,0,0,1,0,0,1,0,1,1,1,0,6,2,88,0,9,0,12,0,0,0,6,3,0,5,0,0,0,5,0,1,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,3,85,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,2,1,83,27,0,1,0,1,14,1,0,2,0,1,0,1,30,1,1,0,0,0,10,2,0,0,0,3,0,1,0,0,0,2,4,0,0,0,11,3,0,0,0,2,7,0,3,0,0,1,0,0,3,33,76,0,1,2,2,0,29,2,0,1,4,0,1,0,0
"17",0,0,0,0,1,2,0,2,24,0,0,0,1,2,0,3,2,2,0,0,1,4,0,1,1,0,1,0,0,0,80,0,0,1,0,0,0,0,0,1,1,0,0,0,11,1,3,0,0,2,2,4,0,0,0,2,0,0,0,0,2,0,3,7,38,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,78,2,10,0,1,0,19,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,2,0,0,0,2,3,77,0,0,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0,1,0,0,23,0,1,0,0,0,0,0,0,1,1,0,72,5,0,0,7,9,12,1,0,1,1,0,0,0,5,0,3,0,0,0,1,0,0,1,0,1,0,0,1,0,0,8,5,1,0,1,5,1,0,0,0,1,18,1,0,0,0,3,0,0,1,33,86,1,0,0,0,0,7,1,0,1,0,0,0,0,1
"18",0,0,0,0,1,0,0,0,13,0,2,0,1,0,1,0,9,0,3,0,0,1,2,0,1,0,0,1,4,0,77,0,0,0,0,0,2,0,0,1,1,0,1,2,2,3,4,9,0,1,0,2,0,0,1,0,6,0,1,0,3,0,1,1,26,1,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,80,1,5,0,2,0,7,0,8,0,0,0,3,3,0,0,2,0,0,0,6,0,0,0,5,0,3,2,0,0,0,0,4,1,105,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,29,1,1,0,0,0,1,1,0,0,1,3,87,0,0,0,22,2,4,0,0,0,0,0,0,2,0,0,7,0,3,0,6,1,0,0,0,0,0,0,4,7,1,10,1,0,0,0,13,6,0,0,5,0,10,1,0,0,0,0,0,0,7,26,90,0,2,0,0,0,1,2,0,1,0,2,2,0,1
"19",0,0,0,0,1,3,1,1,17,1,0,0,2,11,1,0,1,0,0,0,1,6,1,0,4,1,0,3,3,0,88,3,0,0,2,0,0,0,0,0,1,0,0,6,9,10,2,0,0,0,2,2,1,0,1,0,0,0,0,0,1,1,0,3,31,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,6,68,1,9,0,4,0,7,0,20,0,0,0,5,0,2,0,0,0,0,0,0,5,0,2,5,2,9,0,4,0,0,0,3,3,88,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,1,1,0,3,1,16,0,0,0,0,0,0,0,0,0,3,2,81,7,0,1,5,6,4,0,0,1,0,0,1,3,2,0,0,0,2,0,5,0,1,1,3,0,0,0,1,0,1,6,4,1,0,0,15,1,1,0,0,0,9,0,0,0,0,3,4,0,1,50,85,0,0,0,6,0,15,1,0,0,2,0,3,0,0
"20",0,1,0,0,2,3,0,1,15,0,0,0,2,7,0,0,0,0,0,0,1,0,3,1,8,0,0,3,4,0,85,0,0,0,5,0,0,0,0,3,0,2,0,0,25,6,0,0,3,0,2,4,0,0,3,1,0,0,2,2,1,0,1,2,19,2,0,0,0,0,5,0,0,0,1,0,1,1,3,7,9,66,2,4,0,5,0,0,0,14,0,3,0,5,6,0,8,1,0,1,1,0,0,2,0,11,3,0,0,4,1,0,0,6,1,70,0,1,0,0,2,0,10,0,1,1,1,0,3,0,0,0,1,0,2,4,16,0,0,0,0,0,1,1,3,0,0,1,80,11,0,0,1,0,0,13,0,15,0,0,0,3,18,1,2,0,0,0,5,0,0,0,3,1,1,1,0,3,0,4,1,0,0,3,10,2,0,0,0,1,4,0,0,0,0,0,0,0,9,21,78,0,0,2,12,0,10,2,0,0,3,3,3,0,0
"21",0,0,1,1,0,1,0,3,7,0,4,0,0,1,0,1,3,1,1,0,2,2,5,0,0,0,1,0,1,0,80,5,0,1,3,0,0,0,0,0,0,1,0,1,4,10,1,2,0,0,1,3,0,0,0,10,0,0,0,0,0,2,2,3,23,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,10,101,1,6,0,4,0,1,0,16,0,2,0,0,0,0,1,2,2,0,1,0,1,0,0,8,0,3,3,0,0,0,3,0,0,83,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,7,0,1,0,0,0,0,0,0,0,0,0,81,38,0,0,2,0,14,1,3,6,1,0,0,0,8,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,1,1,1,0,0,3,4,0,0,0,0,3,4,0,0,0,1,3,0,0,1,25,102,1,0,0,4,1,16,8,0,13,11,0,0,0,0
